"data","VelocVento","DirVento"
2009-03-28,3.625,"ENE"
2009-03-29,3.45833333333333,"ENE"
2009-03-30,4.875,"E"
2009-03-31,4.54166666666667,"SE"
2009-04-01,4.91666666666667,"SE"
2009-04-02,6.79166666666667,"ENE"
2009-04-03,9.125,"E"
2009-04-04,5.54166666666667,"NE"
2009-04-05,5.75,"NE"
2009-04-06,4.5,"E"
2009-04-07,4.20833333333333,"E"
2009-04-08,5.125,"SE"
2009-04-09,3.45833333333333,"ESE"
2009-04-10,5.25,"SE"
2009-04-11,5,"SE"
2009-04-12,5.70833333333333,"E"
2009-04-13,4.45833333333333,"NE"
2009-04-14,4.66666666666667,"ESE"
2009-04-15,5.91666666666667,"SE"
2009-04-16,7.33333333333333,"SE"
2009-04-17,3.91666666666667,"ESE"
2009-04-18,4,"ENE"
2009-04-19,4,"W"
2009-04-20,4.45833333333333,"S"
2009-04-21,6.875,"E"
2009-04-22,6.58333333333333,"ENE"
2009-04-23,3.70833333333333,"S"
2009-04-24,3.83333333333333,"SW"
2009-04-25,2.375,"SW"
2009-04-26,3.83333333333333,"SSE"
2009-04-27,4.125,"SE"
2009-04-28,4.45833333333333,"SE"
2009-04-29,3.54166666666667,"C"
2009-04-30,4.5,"ESE"
2009-05-01,5.625,"E"
2009-05-02,6.04166666666667,"E"
2009-05-03,6.95833333333333,"ENE"
2009-05-04,5.91666666666667,"NE"
2009-05-05,5.70833333333333,"W"
2009-05-06,6.66666666666667,"WNW"
2009-05-07,3.75,"SE"
2009-05-08,4.29166666666667,"E"
2009-05-09,5.20833333333333,"NE"
2009-05-10,2.83333333333333,"SE"
2009-05-11,2.54166666666667,"ESE"
2009-05-12,3.08333333333333,"C"
2009-05-13,2.75,"NW"
2009-05-14,7.25,"NNW"
2009-05-15,5.79166666666667,"SSE"
2009-05-16,4.66666666666667,"SSE"
2009-05-17,5.83333333333333,"E"
2009-05-18,6.29166666666667,"NE"
2009-05-19,4.08333333333333,"S"
2009-05-20,5.375,"SE"
2009-05-21,5.91666666666667,"NE"
2009-05-22,5.83333333333333,"NE"
2009-05-23,3.75,"NE"
2009-05-24,5.20833333333333,"WNW"
2009-05-25,4.04166666666667,"NW"
2009-05-26,5,"WNW"
2009-05-27,2.45833333333333,"WSW"
2009-05-28,4.25,"NE"
2009-05-29,5.95833333333333,"SE"
2009-05-30,6.875,"E"
2009-05-31,9.70833333333333,"NNE"
2009-06-01,11.0416666666667,"WNW"
2009-06-02,7.66666666666667,"WNW"
2009-06-03,3.625,"SE"
2009-06-04,6.41666666666667,"NE"
2009-06-05,6.29166666666667,"NW"
2009-06-06,4.66666666666667,"SE"
2009-06-07,6.66666666666667,"ESE"
2009-06-08,6.16666666666667,"E"
2009-06-09,4.66666666666667,"NNW"
2009-06-10,3.95833333333333,"NW"
2009-06-11,3.16666666666667,"N"
2009-06-12,3.83333333333333,"SE"
2009-06-13,3.04166666666667,"ESE"
2009-06-14,5.375,"ESE"
2009-06-15,4.70833333333333,"ESE"
2009-06-16,6.625,"NW"
2009-06-17,6.95833333333333,"WNW"
2009-06-18,3.04166666666667,"SE"
2009-06-19,4.375,"ESE"
2009-06-20,6.66666666666667,"NE"
2009-06-21,6.41666666666667,"NE"
2009-06-22,3.95833333333333,"WNW"
2009-06-23,4.41666666666667,"WNW"
2009-06-24,3.54166666666667,"NNW"
2009-06-25,5.125,"SSW"
2009-06-26,4.5,"ESE"
2009-06-27,4.58333333333333,"E"
2009-06-28,2.95833333333333,"ESE"
2009-06-29,5.41666666666667,"NE"
2009-06-30,5.91666666666667,"NW"
2009-07-01,3.875,"W"
2009-07-02,3.95833333333333,"NNW"
2009-07-03,2.41666666666667,"SE"
2009-07-04,4.66666666666667,"ESE"
2009-07-05,6.125,"E"
2009-07-06,7.45833333333333,"NE"
2009-07-07,4.95833333333333,"NNE"
2009-07-08,3.58333333333333,"NE"
2009-07-09,4.79166666666667,"NE"
2009-07-10,4.125,"S"
2009-07-11,6.08333333333333,"N"
2009-07-12,5.70833333333333,"SSW"
2009-07-13,3.5,"NW"
2009-07-14,5.04166666666667,"SSE"
2009-07-15,6.04166666666667,"ESE"
2009-07-16,6.45833333333333,"NE"
2009-07-17,4.91666666666667,"NE"
2009-07-18,3.83333333333333,"SE"
2009-07-19,4.5,"SSE"
2009-07-20,4.04166666666667,"SE"
2009-07-21,5.75,"NE"
2009-07-22,7.95833333333333,"NNW"
2009-07-23,5.125,"E"
2009-07-24,5.33333333333333,"E"
2009-07-25,4.08333333333333,"E"
2009-07-26,2.95833333333333,"N"
2009-07-27,2.54166666666667,"SE"
2009-07-28,5.45833333333333,"NNE"
2009-07-29,4.29166666666667,"N"
2009-07-30,4.16666666666667,"SE"
2009-07-31,5.54166666666667,"ESE"
2009-08-01,6.125,"NE"
2009-08-02,5.79166666666667,"NE"
2009-08-03,7.5,"NW"
2009-08-04,4.70833333333333,"SE"
2009-08-05,6.375,"NE"
2009-08-06,6.41666666666667,"NNE"
2009-08-07,5.41666666666667,"SE"
2009-08-08,5.125,"NNE"
2009-08-09,3.875,"NNE"
2009-08-10,8.625,"WNW"
2009-08-11,6.95833333333333,"ESE"
2009-08-12,8.25,"ENE"
2009-08-13,7.875,"NE"
2009-08-14,4.625,"SE"
2009-08-15,6.125,"NE"
2009-08-16,7,"NE"
2009-08-17,5.95833333333333,"N"
2009-08-18,4.66666666666667,"N"
2009-08-19,13.7916666666667,"NW"
2009-08-20,10.25,"NW"
2009-08-21,7.25,"SSE"
2009-08-22,8.25,"E"
2009-08-23,5.875,"ENE"
2009-08-24,3.875,"SE"
2009-08-25,5.375,"SE"
2009-08-26,7.125,"ESE"
2009-08-27,5.04166666666667,"SSE"
2009-08-28,2.75,"SE"
2009-08-29,4.25,"ESE"
2009-08-30,6.45833333333333,"ENE"
2009-08-31,5.66666666666667,"SE"
2009-09-01,4,"SE"
2009-09-02,4.125,"SE"
2009-09-03,7.95833333333333,"NE"
2009-09-04,5.875,"W"
2009-09-05,3.625,"W"
2009-09-06,4.20833333333333,"NE"
2009-09-07,8.41666666666667,"NW"
2009-09-08,7.54166666666667,"NNE"
2009-09-09,5.54166666666667,"NNW"
2009-09-10,4.79166666666667,"SSE"
2009-09-11,4.75,"SE"
2009-09-12,4.54166666666667,"SE"
2009-09-13,5.95833333333333,"SSE"
2009-09-14,4.66666666666667,"SSE"
2009-09-15,5.54166666666667,"E"
2009-09-16,4.875,"ESE"
2009-09-17,6.16666666666667,"ESE"
2009-09-18,6.58333333333333,"SE"
2009-09-19,9.29166666666667,"WNW"
2009-09-20,5.5,"SE"
2009-09-21,6.32432432432432,"NE"
2009-09-22,6.64583333333333,"WNW"
2009-09-23,7.70833333333333,"SSE"
2009-09-24,7.33333333333333,"E"
2009-09-25,6.04166666666667,"SE"
2009-09-26,7.33333333333333,"NW"
2009-09-27,8.85416666666667,"NE"
2009-09-28,7.66666666666667,"SSE"
2009-09-29,7.16666666666667,"SSE"
2009-09-30,6.74285714285714,"SSE"
2009-10-01,7.33333333333333,"E"
2009-10-02,6.75,"NE"
2009-10-03,4.16666666666667,"SSE"
2009-10-04,4.5,"ESE"
2009-10-05,6.16666666666667,"SE"
2009-10-06,4.375,"NE"
2009-10-07,5.04166666666667,"SSE"
2009-10-08,6.20833333333333,"SSE"
2009-10-09,6.45833333333333,"SE"
2009-10-10,6.41666666666667,"ESE"
2009-10-11,5.75,"E"
2009-10-12,9.125,"NW"
2009-10-13,4.79166666666667,"SSE"
2009-10-14,4.54166666666667,"E"
2009-10-15,7.375,"WNW"
2009-10-16,5.83333333333333,"SE"
2009-10-17,5.75,"ESE"
2009-10-18,5.58333333333333,"SE"
2009-10-19,5.33333333333333,"SE"
2009-10-20,4.20833333333333,"SSE"
2009-10-21,5.33333333333333,"SE"
2009-10-22,7.91666666666667,"SSE"
2009-10-23,5.29166666666667,"SE"
2009-10-24,6.04166666666667,"NNE"
2009-10-25,4.5,"SSE"
2009-10-26,3.95833333333333,"SSE"
2009-10-27,6.5,"SSE"
2009-10-28,7.375,"SE"
2009-10-29,6.29166666666667,"SSE"
2009-10-30,6.66666666666667,"ESE"
2009-10-31,6.91666666666667,"E"
2009-11-01,6.25,"ESE"
2009-11-02,5,"SSE"
2009-11-03,5.08333333333333,"NE"
2009-11-04,4.375,"S"
2009-11-05,7.625,"NE"
2009-11-06,9.95833333333333,"NW"
2009-11-07,13.0416666666667,"NW"
2009-11-08,9.70833333333333,"NW"
2009-11-09,4.54166666666667,"SE"
2009-11-10,5.29166666666667,"SE"
2009-11-11,5.375,"SE"
2009-11-12,5.75,"SE"
2009-11-13,6.70833333333333,"SE"
2009-11-14,6.41666666666667,"SE"
2009-11-15,4.04166666666667,"SSE"
2009-11-16,5.75,"SSE"
2009-11-17,7.45833333333333,"E"
2009-11-18,6.54166666666667,"NE"
2009-11-19,7.375,"NNE"
2009-11-20,6.33333333333333,"SE"
2009-11-21,4.33333333333333,"SE"
2009-11-22,7.33333333333333,"NW"
2009-11-23,2.5,"SSW"
2009-11-24,5.29166666666667,"N"
2009-11-25,5.75,"NNE"
2009-11-26,4.95833333333333,"NNE"
2009-11-27,7.04166666666667,"NW"
2009-11-28,11.2083333333333,"NW"
2009-11-29,9.04166666666667,"NW"
2009-11-30,6.33333333333333,"NW"
2009-12-01,3.66666666666667,"NW"
2009-12-02,3.45833333333333,"E"
2009-12-03,7.54166666666667,"SSE"
2009-12-04,7.33333333333333,"SE"
2009-12-05,9.33333333333333,"E"
2009-12-06,6.25,"ENE"
2009-12-07,4.79166666666667,"NNW"
2009-12-08,4.91666666666667,"SSE"
2009-12-09,6.04166666666667,"SE"
2009-12-10,6.5,"ENE"
2009-12-11,5.33333333333333,"ESE"
2009-12-12,12.1666666666667,"NW"
2009-12-13,6.04166666666667,"SSE"
2009-12-14,5.41666666666667,"ESE"
2009-12-15,6.45833333333333,"SE"
2009-12-16,4.91666666666667,"NE"
2009-12-17,6.125,"WNW"
2009-12-18,5.25,"SE"
2009-12-19,6.625,"SE"
2009-12-20,5.875,"NE"
2009-12-21,4.08333333333333,"SSE"
2009-12-22,4.70833333333333,"SE"
2009-12-23,3.54166666666667,"SE"
2009-12-24,3.75,"NE"
2009-12-25,5.25,"NW"
2009-12-26,4,"ENE"
2009-12-27,5.83333333333333,"ENE"
2009-12-28,7.95833333333333,"NW"
2009-12-29,5.33333333333333,"NW"
2009-12-30,3.91666666666667,"WSW"
2009-12-31,5.91666666666667,"SSE"
2010-01-01,6.25,"SSW"
2010-01-02,2.875,"SE"
2010-01-03,4.29166666666667,"SE"
2010-01-04,3.70833333333333,"ESE"
2010-01-05,5,"SE"
2010-01-06,5.66666666666667,"NW"
2010-01-07,4.70833333333333,"NW"
2010-01-08,4.04166666666667,"E"
2010-01-09,6.125,"NW"
2010-01-10,7.625,"NW"
2010-01-11,4.70833333333333,"W"
2010-01-12,5.16666666666667,"NW"
2010-01-13,5.41666666666667,"WNW"
2010-01-14,6.66666666666667,"WNW"
2010-01-15,6.375,"SE"
2010-01-16,5.70833333333333,"ENE"
2010-01-17,5,"NNW"
2010-01-18,6.41666666666667,"N"
2010-01-19,6.375,"NW"
2010-01-20,8.625,"WNW"
2010-01-21,6,"N"
2010-01-22,6.125,"NW"
2010-01-23,4.33333333333333,"NE"
2010-01-24,3.66666666666667,"SE"
2010-01-25,3.83333333333333,"NE"
2010-01-26,4.58333333333333,"ENE"
2010-01-27,6.20833333333333,"NW"
2010-01-28,5.54166666666667,"NNE"
2010-01-29,5.95833333333333,"N"
2010-01-30,3.79166666666667,"ENE"
2010-01-31,4.33333333333333,"WSW"
2010-02-01,4.83333333333333,"ENE"
2010-02-02,4,"NE"
2010-02-03,4.33333333333333,"NNE"
2010-02-04,4.125,"NE"
2010-02-05,3.58333333333333,"NE"
2010-02-06,5.66666666666667,"NNW"
2010-02-07,4.375,"SW"
2010-02-08,5.54166666666667,"NW"
2010-02-09,7.20833333333333,"NNW"
2010-02-10,6.25,"NNE"
2010-02-11,5.125,"NNE"
2010-02-12,4,"SSE"
2010-02-13,4.625,"NNE"
2010-02-14,5.29166666666667,"NE"
2010-02-15,5.25,"NW"
2010-02-16,7.25,"NNW"
2010-02-17,3.45833333333333,"NW"
2010-02-18,3.83333333333333,"NE"
2010-02-19,6.95833333333333,"NNE"
2010-02-20,4.66666666666667,"NE"
2010-02-21,5.08333333333333,"NE"
2010-02-22,7.125,"NE"
2010-02-23,5.125,"NE"
2010-02-24,3.625,"NW"
2010-02-25,6.5,"SSE"
2010-02-26,7.33333333333333,"ESE"
2010-02-27,7.125,"E"
2010-02-28,4.54166666666667,"E"
2010-03-01,8,"ENE"
2010-03-02,6.79166666666667,"ESE"
2010-03-03,5.04166666666667,"E"
2010-03-04,5.08333333333333,"ESE"
2010-03-05,5.04166666666667,"E"
2010-03-06,4.04166666666667,"SE"
2010-03-07,4.33333333333333,"NE"
2010-03-08,5.625,"NE"
2010-03-09,4.875,"C"
2010-03-10,5.16666666666667,"C"
2010-03-11,5.20833333333333,"NW"
2010-03-12,5.25,"E"
2010-03-13,4.58333333333333,"NNW"
2010-03-14,6.875,"NNW"
2010-03-15,8.54166666666667,"NW"
2010-03-16,5.41666666666667,"SSE"
2010-03-17,6.875,"E"
2010-03-18,5.20833333333333,"ESE"
2010-03-19,5.16666666666667,"NE"
2010-03-20,4.70833333333333,"NE"
2010-03-21,5.29166666666667,"NE"
2010-03-22,5.79166666666667,"C"
2010-03-23,3.79166666666667,"E"
2010-03-24,4.20833333333333,"NNE"
2010-03-25,2.41666666666667,"C"
2010-03-26,2.79166666666667,"ENE"
2010-03-27,3.41666666666667,"NNW"
2010-03-28,3.75,"WNW"
2010-03-29,4.45833333333333,"NW"
2010-03-30,3.91666666666667,"SSE"
2010-03-31,4.75,"SE"
2010-04-01,5.04166666666667,"E"
2010-04-02,4.83333333333333,"ENE"
2010-04-03,3.41666666666667,"NE"
2010-04-04,4.125,"S"
2010-04-05,7.5,"S"
2010-04-06,7.04166666666667,"S"
2010-04-07,5.625,"S"
2010-04-08,6.70833333333333,"SSE"
2010-04-09,5.04166666666667,"SSE"
2010-04-10,3.29166666666667,"SE"
2010-04-11,4.41666666666667,"ESE"
2010-04-12,4.70833333333333,"E"
2010-04-13,5.375,"ESE"
2010-04-14,4.83333333333333,"ENE"
2010-04-15,5.125,"C"
2010-04-16,2.45833333333333,"C"
2010-04-17,3.66666666666667,"ESE"
2010-04-18,5.45833333333333,"NE"
2010-04-19,3.45833333333333,"NE"
2010-04-20,2.83333333333333,"C"
2010-04-21,4.20833333333333,"C"
2010-04-22,3.91666666666667,"C"
2010-04-23,3.04166666666667,"WNW"
2010-04-24,3.45833333333333,"SE"
2010-04-25,4.20833333333333,"E"
2010-04-26,6.625,"NNW"
2010-04-27,4.58333333333333,"NW"
2010-04-28,4.20833333333333,"E"
2010-04-29,4.83333333333333,"E"
2010-04-30,3.54166666666667,"E"
2010-05-01,1.875,"C"
2010-05-02,3.375,"C"
2010-05-03,4.41666666666667,"NE"
2010-05-04,4.83333333333333,"NNE"
2010-05-05,3.04166666666667,"C"
2010-05-06,2.45833333333333,"C"
2010-05-07,3.375,"C"
2010-05-08,5.66666666666667,"S"
2010-05-09,6.25,"SSW"
2010-05-10,3.58333333333333,"SSE"
2010-05-11,2.75,"C"
2010-05-12,9.20833333333333,"WNW"
2010-05-13,6.375,"WNW"
2010-05-14,2.625,"ESE"
2010-05-15,3.83333333333333,"NE"
2010-05-16,2.375,"C"
2010-05-17,3.45833333333333,"E"
2010-05-18,6.25,"NE"
2010-05-19,5.25,"NW"
2010-05-20,5.5,"WNW"
2010-05-21,3.54166666666667,"S"
2010-05-22,2.5,"SSE"
2010-05-23,1.41666666666667,"SE"
2010-05-24,4.66666666666667,"ENE"
2010-05-25,4.95833333333333,"NNE"
2010-05-26,3.875,"SE"
2010-05-27,5.75,"SSE"
2010-05-28,3.54166666666667,"SE"
2010-05-29,5.66666666666667,"NE"
2010-05-30,7.125,"NW"
2010-05-31,7.70833333333333,"SSE"
2010-06-01,5.91666666666667,"SE"
2010-06-02,7.08333333333333,"E"
2010-06-03,5.625,"E"
2010-06-04,7.5,"NE"
2010-06-05,7.625,"S"
2010-06-06,1.875,"C"
2010-06-07,1.04166666666667,"C"
2010-06-08,2.83333333333333,"C"
2010-06-09,4.04166666666667,"SE"
2010-06-10,3.58333333333333,"SSE"
2010-06-11,5.29166666666667,"SSE"
2010-06-12,6.41666666666667,"ESE"
2010-06-13,4.66666666666667,"ENE"
2010-06-14,5.16666666666667,"NE"
2010-06-15,2.58333333333333,"C"
2010-06-16,2.95833333333333,"C"
2010-06-17,3.875,"WNW"
2010-06-18,1.83333333333333,"C"
2010-06-19,7.83333333333333,"NW"
2010-06-20,7.08333333333333,"NW"
2010-06-21,3,"E"
2010-06-22,2.95833333333333,"SSE"
2010-06-23,4.875,"ESE"
2010-06-24,6.5,"NE"
2010-06-25,2.29166666666667,"NE"
2010-06-26,3.45833333333333,"E"
2010-06-27,3.54166666666667,"C"
2010-06-28,2.625,"C"
2010-06-29,4.375,"SE"
2010-06-30,2.29166666666667,"C"
2010-07-01,2.58333333333333,"C"
2010-07-02,4.125,"NE"
2010-07-03,2.20833333333333,"C"
2010-07-04,4.58333333333333,"NE"
2010-07-05,5.25,"NE"
2010-07-06,4.45833333333333,"C"
2010-07-07,2.625,"C"
2010-07-08,2.70833333333333,"C"
2010-07-09,2.70833333333333,"SSE"
2010-07-10,4.25,"SE"
2010-07-11,3.70833333333333,"E"
2010-07-12,7.29166666666667,"NNW"
2010-07-13,7.125,"NW"
2010-07-14,3.83333333333333,"SE"
2010-07-15,5.125,"E"
2010-07-16,5.5,"ESE"
2010-07-17,5.41666666666667,"ESE"
2010-07-18,3.95833333333333,"E"
2010-07-19,7.54166666666667,"ENE"
2010-07-20,3.29166666666667,"NE"
2010-07-21,6.58333333333333,"NNE"
2010-07-22,6.29166666666667,"NE"
2010-07-23,3.66666666666667,"SE"
2010-07-24,5.33333333333333,"E"
2010-07-25,5.75,"NNW"
2010-07-26,3.58333333333333,"NNW"
2010-07-27,5.20833333333333,"ESE"
2010-07-28,5.08333333333333,"ESE"
2010-07-29,4,"ENE"
2010-07-30,4.04166666666667,"NE"
2010-07-31,4.41666666666667,"NW"
2010-08-01,4.33333333333333,"SE"
2010-08-02,4.75,"SE"
2010-08-03,5.125,"SSE"
2010-08-04,4.375,"SSE"
2010-08-05,3.58333333333333,"S"
2010-08-06,4.08333333333333,"SSW"
2010-08-07,4.25,"E"
2010-08-08,3.29166666666667,"C"
2010-08-09,2.91666666666667,"ESE"
2010-08-10,5.125,"E"
2010-08-11,6.58333333333333,"E"
2010-08-12,7.75,"NE"
2010-08-13,10.2916666666667,"NW"
2010-08-14,4.04166666666667,"SE"
2010-08-15,4.75,"SSE"
2010-08-16,7,"ESE"
2010-08-17,6.58333333333333,"E"
2010-08-18,5.33333333333333,"ENE"
2010-08-19,4.25,"C"
2010-08-20,2.5,"C"
2010-08-21,2.66666666666667,"SE"
2010-08-22,3.91666666666667,"ENE"
2010-08-23,2.875,"C"
2010-08-24,3.375,"C"
2010-08-25,1.875,"C"
2010-08-26,2.29166666666667,"C"
2010-08-27,2.33333333333333,"C"
2010-08-28,2.79166666666667,"SE"
2010-08-29,3.125,"SE"
2010-08-30,4.70833333333333,"SSE"
2010-08-31,6.08333333333333,"NE"
2010-09-01,5.5,"NE"
2010-09-02,2.58333333333333,"C"
2010-09-03,2.375,"C"
2010-09-04,5.625,"C"
2010-09-05,5.66666666666667,"SE"
2010-09-06,6.20833333333333,"ESE"
2010-09-07,2.375,"E"
2010-09-08,5.33333333333333,"ESE"
2010-09-09,7,"ESE"
2010-09-10,8.91666666666667,"ENE"
2010-09-11,7.45833333333333,"NNE"
2010-09-12,4.33333333333333,"NNE"
2010-09-13,6.08333333333333,"NNW"
2010-09-14,7.83333333333333,"NW"
2010-09-15,4.58333333333333,"SE"
2010-09-16,5.45833333333333,"E"
2010-09-17,6.20833333333333,"SSE"
2010-09-18,6.91666666666667,"SE"
2010-09-19,7.83333333333333,"ESE"
2010-09-20,8.29166666666667,"NE"
2010-09-21,4.54166666666667,"NNE"
2010-09-22,5.5,"SSE"
2010-09-23,2.79166666666667,"SSE"
2010-09-24,5.125,"SSE"
2010-09-25,5.25,"SE"
2010-09-26,5.45833333333333,"NNW"
2010-09-27,4.91666666666667,"WSW"
2010-09-28,2.83333333333333,"SE"
2010-09-29,2.16666666666667,"SE"
2010-09-30,4.95833333333333,"NW"
2010-10-01,2.91666666666667,"NE"
2010-10-02,6.91666666666667,"SSE"
2010-10-03,6.33333333333333,"ESE"
2010-10-04,5.04166666666667,"ESE"
2010-10-05,5.125,"SSE"
2010-10-06,5.29166666666667,"ESE"
2010-10-07,11.375,"NNW"
2010-10-08,12.125,"WNW"
2010-10-09,6.75,"SSE"
2010-10-10,5.95833333333333,"ESE"
2010-10-11,5.58333333333333,"SSE"
2010-10-12,6.20833333333333,"SE"
2010-10-13,7.125,"E"
2010-10-14,7.125,"NE"
2010-10-15,5.20833333333333,"SE"
2010-10-16,5.33333333333333,"SSE"
2010-10-17,4.5,"SSE"
2010-10-18,5.75,"S"
2010-10-19,5.79166666666667,"SE"
2010-10-20,5,"E"
2010-10-21,5.54166666666667,"SSE"
2010-10-22,6.125,"ENE"
2010-10-23,6.95833333333333,"WNW"
2010-10-24,4.875,"SSE"
2010-10-25,5.70833333333333,"SE"
2010-10-26,6.29166666666667,"SSE"
2010-10-27,5.08333333333333,"SE"
2010-10-28,4.875,"ESE"
2010-10-29,4.91666666666667,"SE"
2010-10-30,6.58333333333333,"NW"
2010-10-31,3.83333333333333,"NW"
2010-11-01,3.91666666666667,"SE"
2010-11-02,4.5,"ESE"
2010-11-03,5.20833333333333,"ESE"
2010-11-04,6.875,"NE"
2010-11-05,8.95833333333333,"NNW"
2010-11-06,5.25,"WNW"
2010-11-07,5.25,"E"
2010-11-08,7,"NE"
2010-11-09,7.75,"NNE"
2010-11-10,7.33333333333333,"SSE"
2010-11-11,6.95833333333333,"ESE"
2010-11-12,7.04166666666667,"E"
2010-11-13,7.29166666666667,"ESE"
2010-11-14,5.20833333333333,"ESE"
2010-11-15,5.45833333333333,"E"
2010-11-16,5.66666666666667,"NE"
2010-11-17,4.41666666666667,"SSW"
2010-11-18,6.29166666666667,"ESE"
2010-11-19,4.58333333333333,"ESE"
2010-11-20,3.45833333333333,"SSE"
2010-11-21,4.25,"NE"
2010-11-22,6.375,"NE"
2010-11-23,4.375,"SSE"
2010-11-24,4.625,"SE"
2010-11-25,5.375,"NE"
2010-11-26,3.75,"SE"
2010-11-27,4.33333333333333,"ESE"
2010-11-28,6.33333333333333,"NE"
2010-11-29,11.375,"NE"
2010-11-30,6.5,"NW"
2010-12-01,5,"SE"
2010-12-02,5.70833333333333,"E"
2010-12-03,7.375,"NW"
2010-12-04,4.91666666666667,"SE"
2010-12-05,5.125,"SE"
2010-12-06,4.95833333333333,"SSE"
2010-12-07,5.04166666666667,"SE"
2010-12-08,6.875,"SW"
2010-12-09,5.95833333333333,"SSE"
2010-12-10,5.58333333333333,"ESE"
2010-12-11,6.41666666666667,"NE"
2010-12-12,7.58333333333333,"NNE"
2010-12-13,7.41666666666667,"SE"
2010-12-14,5.625,"S"
2010-12-15,5.79166666666667,"ESE"
2010-12-16,4.25,"ESE"
2010-12-17,5.33333333333333,"NW"
2010-12-18,5.58333333333333,"NW"
2010-12-19,3.79166666666667,"ESE"
2010-12-20,5.29166666666667,"ENE"
2010-12-21,3.45833333333333,"W"
2010-12-22,4.08333333333333,"SSE"
2010-12-23,3.875,"NE"
2010-12-24,4.75,"E"
2010-12-25,4.875,"E"
2010-12-26,3.25,"E"
2010-12-27,3.875,"SE"
2010-12-28,4.08333333333333,"SE"
2010-12-29,5.29166666666667,"SE"
2010-12-30,6.20833333333333,"SE"
2010-12-31,5.375,"SE"
2011-01-01,5.70833333333333,"ESE"
2011-01-02,2.54166666666667,"S"
2011-01-03,4.04166666666667,"ENE"
2011-01-04,4.91666666666667,"NE"
2011-01-05,8.33333333333333,"NW"
2011-01-06,8.25,"NE"
2011-01-07,4.91666666666667,"N"
2011-01-08,3.16666666666667,"N"
2011-01-09,6.08333333333333,"N"
2011-01-10,6.5,"WNW"
2011-01-11,5.58333333333333,"E"
2011-01-12,7.54166666666667,"NW"
2011-01-13,6.79166666666667,"N"
2011-01-14,4.33333333333333,"NNW"
2011-01-15,4.08333333333333,"ESE"
2011-01-16,5.41666666666667,"E"
2011-01-17,7.20833333333333,"NW"
2011-01-18,4.29166666666667,"N"
2011-01-19,5.125,"WNW"
2011-01-20,4.70833333333333,"N"
2011-01-21,5.5,"NE"
2011-01-22,4.45833333333333,"SSE"
2011-01-23,5.20833333333333,"ENE"
2011-01-24,3.70833333333333,"SE"
2011-01-25,4.08333333333333,"E"
2011-01-26,4.125,"E"
2011-01-27,6.41666666666667,"NW"
2011-01-28,3.56521739130435,"C"
2011-01-29,2.95833333333333,"SSE"
2011-01-30,3.25,"ESE"
2011-01-31,3.33333333333333,"C"
2011-02-01,6.70833333333333,"NW"
2011-02-02,2.95833333333333,"S"
2011-02-03,4.33333333333333,"NE"
2011-02-04,3.83333333333333,"S"
2011-02-05,4.5,"S"
2011-02-06,4.91666666666667,"SE"
2011-02-07,5.54166666666667,"E"
2011-02-08,4.83333333333333,"NW"
2011-02-09,5.66666666666667,"NW"
2011-02-10,5,"NW"
2011-02-11,4.70833333333333,"WSW"
2011-02-12,5.29166666666667,"NE"
2011-02-13,3.41666666666667,"WNW"
2011-02-14,4.125,"WNW"
2011-02-15,3.125,"SE"
2011-02-16,5.625,"SE"
2011-02-17,4.04166666666667,"ESE"
2011-02-18,4.25,"NE"
2011-02-19,4.29166666666667,"SSE"
2011-02-20,4.04166666666667,"ESE"
2011-02-21,3.41666666666667,"SSE"
2011-02-22,5.54166666666667,"SSE"
2011-02-23,4,"SE"
2011-02-24,3.45833333333333,"ESE"
2011-02-25,5.875,"NE"
2011-02-26,4.79166666666667,"NNE"
2011-02-27,3.79166666666667,"SE"
2011-02-28,3.75,"SE"
2011-03-01,4.75,"ESE"
2011-03-02,6.125,"ESE"
2011-03-03,4.875,"SE"
2011-03-04,5.625,"ESE"
2011-03-05,6.04166666666667,"E"
2011-03-06,6.33333333333333,"ESE"
2011-03-07,5.5,"SE"
2011-03-08,3.20833333333333,"SE"
2011-03-09,5.20833333333333,"E"
2011-03-10,7.41666666666667,"E"
2011-03-11,8.04166666666667,"E"
2011-03-12,2.83333333333333,"ENE"
2011-03-13,2.875,"ESE"
2011-03-14,5.16666666666667,"S"
2011-03-15,8.875,"SSE"
2011-03-16,6.25,"SSE"
2011-03-17,5.16666666666667,"E"
2011-03-18,4.29166666666667,"SSE"
2011-03-19,5.95833333333333,"SSE"
2011-03-20,7.58333333333333,"SE"
2011-03-21,7.08333333333333,"E"
2011-03-22,6.33333333333333,"E"
2011-03-23,6.20833333333333,"NE"
2011-03-24,4.91666666666667,"NE"
2011-03-25,3.375,"NE"
2011-03-26,3.25,"NE"
2011-03-27,4.29166666666667,"NE"
2011-03-28,5.29166666666667,"NW"
2011-03-29,4.91666666666667,"SSE"
2011-03-30,5.33333333333333,"SE"
2011-03-31,5.33333333333333,"ESE"
2011-04-01,5.83333333333333,"E"
2011-04-02,5.91666666666667,"NE"
2011-04-03,2.91666666666667,"SE"
2011-04-04,3.66666666666667,"SSE"
2011-04-05,3.375,"SSE"
2011-04-06,3.875,"SE"
2011-04-07,5,"E"
2011-04-08,4.79166666666667,"SE"
2011-04-09,5.41666666666667,"SE"
2011-04-10,6,"ENE"
2011-04-11,5,"NNE"
2011-04-12,5.625,"SE"
2011-04-13,8,"NW"
